BusinessYear,StateCode,IssuerId,SourceName,ImportDate,MedicalDentalBoth,ProductId,StandardComponentId,MedicalDentalIndicator,MaximumUnderageDependent,DependentMaximumAgRule,AgeDeterminationRule,MinimumTobaccoFreeMonthsRule,CohabitationRule,MarketCoverage,DentalOnlyPlan
2025,TX,76589,HIOS,2024-11-21 00:02:04,Medical,76589TX001,76589TX0010036,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,76589,HIOS,2024-11-21 00:02:04,Medical,76589TX001,76589TX0010037,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,76589,HIOS,2024-11-21 00:02:04,Medical,76589TX001,76589TX0010038,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,76589,HIOS,2024-11-21 00:02:04,Medical,76589TX001,76589TX0010040,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,76589,HIOS,2024-11-21 00:02:04,Medical,76589TX001,76589TX0010041,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,76589,HIOS,2024-11-21 00:02:04,Medical,76589TX001,76589TX0010043,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,76589,HIOS,2024-11-21 00:02:04,Medical,76589TX001,76589TX0010044,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,76589,HIOS,2024-11-21 00:02:04,Medical,76589TX001,76589TX0010045,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,76589,HIOS,2024-11-21 00:02:04,Medical,76589TX001,76589TX0010047,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,76589,HIOS,2024-11-21 00:02:04,Medical,76589TX001,76589TX0010048,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,76589,HIOS,2024-11-21 00:02:04,Medical,76589TX001,76589TX0010050,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX006,87226TX0060007,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX006,87226TX0060009,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX006,87226TX0060011,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX006,87226TX0060012,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX006,87226TX0060013,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX007,87226TX0070007,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX007,87226TX0070009,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX007,87226TX0070011,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX007,87226TX0070012,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX007,87226TX0070013,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX008,87226TX0080007,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX008,87226TX0080009,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX008,87226TX0080011,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX008,87226TX0080012,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX008,87226TX0080013,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX010,87226TX0100007,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX010,87226TX0100009,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX010,87226TX0100011,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX010,87226TX0100012,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX010,87226TX0100013,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX012,87226TX0120001,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX012,87226TX0120005,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX013,87226TX0130002,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX013,87226TX0130003,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX014,87226TX0140003,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX014,87226TX0140004,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX015,87226TX0150001,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,87226,HIOS,2024-08-16 01:01:20,Medical,87226TX015,87226TX0150003,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,TX,91476,HIOS,2024-09-17 01:02:01,Dental,91476TX001,91476TX0010003,Dental,3,25,Age on effective date,Not Applicable,"Child,No;Foster Child,Yes;Grandson or Granddaughter,No;Life Partner,Yes;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,TX,91476,HIOS,2024-09-17 01:02:01,Dental,91476TX001,91476TX0010004,Dental,3,25,Age on effective date,Not Applicable,"Child,No;Foster Child,Yes;Grandson or Granddaughter,No;Life Partner,Yes;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,TX,91476,HIOS,2024-09-17 01:02:01,Dental,91476TX001,91476TX0010005,Dental,3,25,Age on effective date,Not Applicable,"Child,No;Foster Child,Yes;Grandson or Granddaughter,No;Life Partner,Yes;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,TX,91476,HIOS,2024-09-17 01:02:01,Dental,91476TX001,91476TX0010006,Dental,3,25,Age on effective date,Not Applicable,"Child,No;Foster Child,Yes;Grandson or Granddaughter,No;Life Partner,Yes;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,TX,91476,HIOS,2024-09-17 01:02:01,Dental,91476TX002,91476TX0020002,Dental,3,25,Age on effective date,Not Applicable,"Child,No;Foster Child,Yes;Grandson or Granddaughter,No;Life Partner,Yes;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,TX,92388,HIOS,2024-07-31 01:01:17,Dental,92388TX019,92388TX0190001,Dental,3,26,Age on effective date,Not Applicable,"Child,Yes;Foster Child,Yes;Life Partner,No;Other Relationship,Yes;Self,Yes;Spouse,No;Stepson or Stepdaughter,Yes;Ward,Yes",SHOP (Small Group),Yes
2025,TX,98809,HIOS,2024-08-06 01:01:33,Dental,98809TX069,98809TX0690001,Dental,3,30,Age on effective date,Not Applicable,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,WI,14630,HIOS,2024-11-07 00:02:00,Both,14630WI001,14630WI0010003,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,14630,HIOS,2024-11-07 00:02:00,Both,14630WI001,14630WI0010004,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,14630,HIOS,2024-11-07 00:02:00,Both,14630WI001,14630WI0010005,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,14630,HIOS,2024-11-07 00:02:00,Both,14630WI001,14630WI0010007,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,14630,HIOS,2024-11-07 00:02:00,Both,14630WI001,14630WI0010008,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,14630,HIOS,2024-11-07 00:02:00,Both,14630WI001,14630WI0010010,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,14630,HIOS,2024-11-07 00:02:00,Both,14630WI001,14630WI0010013,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,14630,HIOS,2024-11-07 00:02:00,Both,14630WI001,14630WI0010014,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,14630,HIOS,2024-11-07 00:02:00,Both,14630WI001,14630WI0010015,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,14630,HIOS,2024-11-07 00:02:00,Both,14630WI001,14630WI0010016,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,14630,HIOS,2024-11-07 00:02:00,Both,14630WI002,14630WI0020001,Dental,3,26,Age on effective date,Not Applicable,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,WI,14630,HIOS,2024-11-07 00:02:00,Both,14630WI002,14630WI0020002,Dental,3,26,Age on effective date,Not Applicable,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,WI,14630,HIOS,2024-11-07 00:02:00,Both,14630WI002,14630WI0020003,Dental,3,26,Age on effective date,Not Applicable,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,WI,20173,HIOS,2024-12-03 00:02:10,Medical,20173WI013,20173WI0130001,Medical,3,25,Age on effective date,6,"Child,No;Ex-Spouse,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No",Individual,No
2025,WI,20173,HIOS,2024-12-03 00:02:10,Medical,20173WI013,20173WI0130011,Medical,3,25,Age on effective date,6,"Child,No;Ex-Spouse,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No",Individual,No
2025,WI,20173,HIOS,2024-12-03 00:02:10,Medical,20173WI013,20173WI0130020,Medical,3,25,Age on effective date,6,"Child,No;Ex-Spouse,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No",Individual,No
2025,WI,20173,HIOS,2024-12-03 00:02:10,Medical,20173WI013,20173WI0130021,Medical,3,25,Age on effective date,6,"Child,No;Ex-Spouse,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No",Individual,No
2025,WI,20173,HIOS,2024-12-03 00:02:10,Medical,20173WI013,20173WI0130023,Medical,3,25,Age on effective date,6,"Child,No;Ex-Spouse,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No",Individual,No
2025,WI,20173,HIOS,2024-12-03 00:02:10,Medical,20173WI013,20173WI0130025,Medical,3,25,Age on effective date,6,"Child,No;Ex-Spouse,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No",Individual,No
2025,WI,20173,HIOS,2024-12-03 00:02:10,Medical,20173WI013,20173WI0130026,Medical,3,25,Age on effective date,6,"Child,No;Ex-Spouse,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No",Individual,No
2025,WI,20173,HIOS,2024-12-03 00:02:10,Medical,20173WI013,20173WI0130027,Medical,3,25,Age on effective date,6,"Child,No;Ex-Spouse,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No",Individual,No
2025,WI,20173,HIOS,2024-12-03 00:02:10,Medical,20173WI013,20173WI0130033,Medical,3,25,Age on effective date,6,"Child,No;Ex-Spouse,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No",Individual,No
2025,WI,20173,HIOS,2024-12-03 00:02:10,Medical,20173WI013,20173WI0130034,Medical,3,25,Age on effective date,6,"Child,No;Ex-Spouse,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No",Individual,No
2025,WI,20173,HIOS,2024-12-03 00:02:10,Medical,20173WI013,20173WI0130035,Medical,3,25,Age on effective date,6,"Child,No;Ex-Spouse,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No",Individual,No
2025,WI,20173,HIOS,2024-12-03 00:02:10,Medical,20173WI013,20173WI0130036,Medical,3,25,Age on effective date,6,"Child,No;Ex-Spouse,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No",Individual,No
2025,WI,20173,HIOS,2024-12-03 00:02:10,Medical,20173WI013,20173WI0130037,Medical,3,25,Age on effective date,6,"Child,No;Ex-Spouse,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No",Individual,No
2025,WI,20173,HIOS,2024-12-03 00:02:10,Medical,20173WI013,20173WI0130038,Medical,3,25,Age on effective date,6,"Child,No;Ex-Spouse,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No",Individual,No
2025,WI,20173,HIOS,2024-12-03 00:02:10,Medical,20173WI013,20173WI0130039,Medical,3,25,Age on effective date,6,"Child,No;Ex-Spouse,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No",Individual,No
2025,WI,20173,HIOS,2024-12-03 00:02:10,Medical,20173WI013,20173WI0130040,Medical,3,25,Age on effective date,6,"Child,No;Ex-Spouse,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No",Individual,No
2025,WI,20173,HIOS,2024-12-03 00:02:10,Medical,20173WI013,20173WI0130041,Medical,3,25,Age on effective date,6,"Child,No;Ex-Spouse,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No",Individual,No
2025,WI,20173,HIOS,2024-12-03 00:02:10,Medical,20173WI013,20173WI0130042,Medical,3,25,Age on effective date,6,"Child,No;Ex-Spouse,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No",Individual,No
2025,WI,34210,HIOS,2024-09-14 01:01:31,Dental,34210WI002,34210WI0020005,Dental,3,Not Applicable,Age on effective date,Not Applicable,"Child,No;Foster Child,No;Life Partner,Yes;Self,Yes;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,WI,34210,HIOS,2024-09-14 01:01:31,Dental,34210WI004,34210WI0040003,Dental,3,Not Applicable,Age on effective date,Not Applicable,"Child,No;Foster Child,No;Life Partner,Yes;Self,Yes;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,WI,34210,HIOS,2024-09-14 01:01:31,Dental,34210WI005,34210WI0050002,Dental,3,Not Applicable,Age on effective date,Not Applicable,"Child,No;Foster Child,No;Life Partner,Yes;Self,Yes;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,WI,34210,HIOS,2024-09-14 01:01:31,Dental,34210WI006,34210WI0060002,Dental,3,Not Applicable,Age on effective date,Not Applicable,"Child,No;Foster Child,No;Life Partner,Yes;Self,Yes;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,WI,34210,HIOS,2024-09-14 01:01:31,Dental,34210WI007,34210WI0070001,Dental,3,Not Applicable,Age on effective date,Not Applicable,"Child,No;Foster Child,No;Life Partner,Yes;Self,Yes;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,WI,34210,HIOS,2024-09-14 01:01:31,Dental,34210WI008,34210WI0080001,Dental,3,Not Applicable,Age on effective date,Not Applicable,"Child,No;Foster Child,No;Life Partner,Yes;Self,Yes;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380194,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380196,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380199,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380204,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380241,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380243,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380246,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380251,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380268,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380271,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380272,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380273,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380274,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380275,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380280,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380281,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380282,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380284,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380287,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380288,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380289,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380292,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380305,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380318,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,WI,37833,HIOS,2024-10-18 01:02:01,Medical,37833WI038,37833WI0380319,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Grandson or Granddaughter,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
